designation,winery,variety,region_1,province,country,price,points,latitud,longitud,elevation
Cuvée Georges Faiveley,Faiveley,Chardonnay,Bourgogne,Burgundy,France,20.0,86,,,
Fess Parker Vineyard,Rosenblum,Roussanne,Santa Barbara County,California,US,18.0,84,34.4310479,-119.725422,46.39065170288086
Signature,Susana Balbo,Malbec,Mendoza,Mendoza Province,Argentina,25.0,87,-33.1154107,-68.9030964,976.1112060546875
Bourgogne Pinot Noir,Jean-Claude Boisset,Pinot Noir,Bourgogne,Burgundy,France,17.0,83,47.1369914,4.9441573,244.3213348388672
Andante Prestige Gewürztraminer-Muscat,Cave de Ribeauvillé,Alsace white blend,Alsace,Alsace,France,10.0,84,48.191907,7.327089000000001,237.0570373535156
Estate Reserve,Del Rio,Pinot Gris,Rogue Valley,Oregon,US,26.0,83,42.4331703,-123.0917053,322.8738098144531
1000 Vines,Minassian-Young,Zinfandel,Paso Robles,California,US,25.0,84,35.62489619999999,-120.7649713,481.3209838867188
Altero,Poggio Antico,Sangiovese,Brunello di Montalcino,Tuscany,Italy,82.0,91,43.0177937,11.4734066,544.1143188476562
Rosado,Bodegas Valdemar,Garnacha,Rioja,Northern Spain,Spain,9.0,83,42.4988843,-2.4393149,419.335205078125
Blanc des Coteaux,Olsen Estates,Rhône-style White Blend,Yakima Valley,Washington,US,21.0,91,46.21878599999999,-119.7922535,218.2984008789062
Domaine des Clairneaux,Vignobles Berthier,Sauvignon Blanc,Sancerre,Loire Valley,France,26.0,91,47.3942489,2.8209837,230.5492095947266
Hengst Grand Cru Cuvée Francois,Domaine Barmès-Buecher,Gewürztraminer,Alsace,Alsace,France,60.0,94,48.0600053,7.2982596,224.0932006835938
Riserva Vintage Brut,Bersi Serlini,Chardonnay,Franciacorta,Lombardy,Italy,39.0,88,45.6367964,10.0223329,202.4049682617188
Rosé,Le Jaja de Jau,Syrah,Vin de Pays d'Oc,Languedoc-Roussillon,France,10.0,85,43.5912356,3.2583626,356.6410522460938
Torre Muga,Muga,Tempranillo,Rioja,Northern Spain,Spain,90.0,91,42.5823388,-2.8467539,444.0013732910156
Spice Cabinet Vineyard,Mercer,Petit Verdot,Horse Heaven Hills,Washington,US,33.0,91,46.13318779999999,-119.8678139,522.8509521484375
Joven,Guitián,Godello,Valdeorras,Northern Spain,Spain,23.0,90,42.3788608,-6.9638624,1086.935791015625
Sons and Daughters Ranch Estate,Thomas George,Chardonnay,Russian River Valley,California,US,25.0,88,38.5229121,-122.878933,39.90175247192383
Boulder Bluff Vineyard,Adelsheim,Pinot Noir,Chehalem Mountains,Oregon,US,68.0,91,45.3385536,-123.0496957,76.81741333007812
Westside,Peachy Canyon,Zinfandel,Paso Robles,California,US,19.0,86,35.6183037,-120.6910043,228.3970184326172
Red Scarf Blend,Blanchard Family,Red Blend,Sonoma County,California,US,26.0,86,38.611398,-122.875716,32.66578674316406
Roncaglie,Bel Colle,Nebbiolo,Barbaresco,Piedmont,Italy,53.0,88,45.0522366,7.5153885,328.4933776855469
Kennedy G-S-M,Sons of Eden,Rhône-style Red Blend,Barossa Valley,South Australia,Australia,23.0,86,-34.479608,139.035979,314.957763671875
Croft Vineyard,J. Rickards,Sauvignon Blanc,Alexander Valley,California,US,18.0,83,38.73860610000001,-122.9494658,99.99054718017578
Estate Bottled,Hook & Ladder,Pinot Noir,Russian River Valley,California,US,25.0,90,38.9119799,-123.0537083,128.3678436279297
Sundance Vineyard,Rulo,Chardonnay,Wahluke Slope,Washington,US,20.0,93,46.0218622,-118.3601944,251.7058410644531
Estate,Cave B,Tempranillo,Columbia Valley (WA),Washington,US,22.0,82,47.0964885,-119.9948491,407.5419616699219
Claret,Steltzner,Bordeaux-style Red Blend,Napa Valley,California,US,18.0,86,38.3234039,-122.2895861,15.29221630096436
C'est Belle,Walter Dacon,Syrah,Columbia Valley (WA),Washington,US,28.0,89,47.14818450000001,-123.064276,20.71177101135254
Jurosa,Lis Neris,Chardonnay,Friuli Isonzo,Northeastern Italy,Italy,28.0,89,45.9293858,13.5271326,51
Cartizze Dry,Bisol,Glera,Valdobbiadene Superiore di Cartizze,Veneto,Italy,50.0,90,45.8998453,12.0401104,225.4899139404297
Cuvée Dame Honneur,Château Lagrézette,Malbec,Cahors,Southwest France,France,60.0,91,44.487264,1.363775,135.50830078125
Gauer Vineyard,Canepa,Chardonnay,Sonoma County,California,US,30.0,89,,,
Loggia Della Serra,Terredora Di Paolo,Greco,Greco di Tufo,Southern Italy,Italy,21.0,83,41.0266859,14.8824782,562.6752319335938
Pop,Pommery,Champagne Blend,Champagne,Champagne,France,11.0,89,,,
Reserve,Yering Station,Pinot Noir,Yarra Valley,Victoria,Australia,36.0,91,-37.6733929,145.3839577,76.85198974609375
Petit Rimauresq,Rimauresq,Rosé,Côtes de Provence,Provence,France,15.0,87,43.2925652,6.240067199999999,173.2487182617188
G2 Late Harvest,Vinum,Gewürztraminer,San Benito County,California,US,30.0,87,36.5760883,-120.9876321,690.866455078125
Super Tuscan,Danza del Sol,Sangiovese-Cabernet Sauvignon,Temecula Valley,California,US,44.0,86,33.5318719,-117.014373,471.7232055664062
Chocolate Harbor Grape Wine with Natural Chocolate Flavor,King,Red Blend,California,California,US,14.0,84,36.2127439,-121.1260287,101.8752136230469
Vieilles Vignes,Alex Gambal,Pinot Noir,Vosne-Romanée,Burgundy,France,75.0,93,47.0224244,4.842102,219.3899536132812
Estate Grown,De Bortoli,Sauvignon,Yarra Valley,Victoria,Australia,30.0,88,-37.5971816,145.412661,149.0116424560547
Reserve,Viansa,Cabernet Sauvignon,Sonoma County,California,US,50.0,85,38.208473,-122.451803,33.45483016967773
Bucher Vineyard,Williams Selyem,Pinot Noir,Russian River Valley,California,US,54.0,95,38.5204049,-122.8667194,32.37774276733398
Stewart,Boedecker Cellars,Pinot Noir,Willamette Valley,Oregon,US,35.0,89,45.5406988,-122.7128257,10.44398784637451
Les Vaucrains Premier Cru,Louis Chevallier,Pinot Noir,Nuits-St.-Georges,Burgundy,France,79.0,89,47.1247736,4.9653949,229.9185180664062
Lot 6,Grayson,Merlot,California,California,US,10.0,85,37.5638204,-121.1793811,17.54553031921387
Dessert Wine,Chandler Reach,Viognier,Yakima Valley,Washington,US,27.0,90,46.2623247,-119.5142141,196.0224609375
Reserva de Familia,Marco Real,Tempranillo Blend,Navarra,Northern Spain,Spain,30.0,90,42.488302,-1.6623848,396.4938659667969
Hans Clone Pommard,Vidon Vineyard,Pinot Noir,Chehalem Mountains,Oregon,US,50.0,92,45.3462091,-123.016923,151.9460601806641
Finca del Castillo Joven,Vinícola de Castilla,Tempranillo,La Mancha,Central Spain,Spain,9.0,83,39.008509,-3.363121,656.8760986328125
Encomium,Keating,Cabernet Sauvignon,California,California,US,70.0,88,32.713737,-117.160327,12.3612060546875
Elix,Cellers Melis,Red Blend,Priorat,Catalonia,Spain,50.0,91,41.2130692,0.809909,327.1747436523438
Kudos,Talamonti,Red Blend,Colline Pescaresi,Central Italy,Italy,25.0,90,42.4094369,13.9703608,174.5593414306641
Ocean Reserve,Iron Horse,Sparkling Blend,Green Valley,California,US,40.0,92,38.4561169,-122.8988332,61.42118072509766
Heritage Vines Alegría Vineyards,Acorn,Zinfandel,Russian River Valley,California,US,35.0,87,38.583993,-122.842383,35.90374755859375
La Court,Michele Chiarlo,Barbera,Barbera d'Asti Superiore Nizza,Piedmont,Italy,50.0,89,45.0522366,7.5153885,328.4933776855469
Reservado,Carlos Basso,Malbec,San Carlos,Mendoza Province,Argentina,16.0,88,-33.7721259,-69.0404345,955.9644165039062
Cannubi,Poderi Luigi Einaudi,Nebbiolo,Barolo,Piedmont,Italy,105.0,93,44.5217189,7.946848,422.6683349609375
Kirchberg de Ribeauvillé Grand Cru,Cave de Ribeauvillé,Riesling,Alsace,Alsace,France,100.0,95,48.191907,7.327089000000001,237.0570373535156
Monte Rosso Vyd,Louis M. Martini,Cabernet Sauvignon,Sonoma Valley,California,US,40.0,93,38.491074,-122.452179,68.0611572265625
Remolinos Vineyard,Finca Decero,Cabernet Sauvignon,Agrelo,Mendoza Province,Argentina,20.0,84,-33.12256929999999,-68.9510932,1021
Hobbit Hollow Vineyard,Heart & Hands,Pinot Noir,Finger Lakes,New York,US,30.0,86,42.819355,-76.698647,132.8333129882812
Estate,Bugay,Syrah,Sonoma County,California,US,45.0,90,38.5779555,-122.9888319,475.5438842773438
Reserve Block,Ideology Cellars,Cabernet Sauvignon,Napa Valley,California,US,68.0,93,38.3638014,-122.3391244,31.79219436645508
Older Barrels,Fess Parker,Pinot Noir,Sta. Rita Hills,California,US,55.0,90,34.742742,-120.11879,354.0455627441406
Bosché,Freemark Abbey,Cabernet Sauvignon,Napa Valley,California,US,65.0,94,38.5255567,-122.4963525,87.76887512207031
Riserva,Riseccoli,Sangiovese,Chianti Classico,Tuscany,Italy,26.0,90,43.5912478,11.3443883,429.8357238769531
Dardi Le Rose Bussia,Poderi Colla,Red Blend,Barolo,Piedmont,Italy,46.0,87,44.671898,8.07356,289.9479064941406
Cuvée l'Etrier,Notre Vin,Cabernet Sauvignon,Napa Valley,California,US,75.0,84,38.25552,-122.3513889,50.26198196411133
Studi Fraedane,Feudi di San Gregorio,Fiano,Fiano di Avellino,Southern Italy,Italy,60.0,89,40.9111904,14.8675003,526.1294555664062
Pagos de Tahola Crianza,Larchago,Tempranillo,Rioja,Northern Spain,Spain,18.0,88,42.4905641,-2.5782741,421.7752380371094
Artist Series I,La Chiripada,Viognier,New Mexico,New Mexico,US,20.0,86,36.1966119,-105.8810371,1839.073120117188
3 Divas,Montemaggiore,Rhône-style White Blend,Russian River Valley,California,US,25.0,88,38.4836416,-122.8175328,33.26132202148438
Rosé of Pinot Noir,Merriam,Rosé,Russian River Valley,California,US,18.0,84,38.4836416,-122.8175328,33.26132202148438
Les Galets,Laetitia,Pinot Noir,Arroyo Grande Valley,California,US,60.0,93,35.0921371,-120.5358588,104.4671249389648
Proprietor's Reserve,Glen Ellen,Petite Sirah,California,California,US,10.0,83,38.3640795,-122.5241487,76.76197814941406
Schindler Vineyard,Sineann,Pinot Noir,Willamette Valley,Oregon,US,42.0,90,45.245624,-122.888048,36.16057968139648
Discoveries,Firestone,Cabernet Sauvignon,California,California,US,10.0,85,33.963094,-118.2325982,40.28177261352539
Sunflower,Pindar Vineyards,Chardonnay,Long Island,New York,US,18.0,88,41.03202659999999,-72.4655993,9.523418426513672
Reserva,Bodega Norton,Syrah,Mendoza,Mendoza Province,Argentina,20.0,86,34.165926,-118.624612,273.1976928710938
S.L.V.,Stag's Leap Wine Cellars,Cabernet Sauvignon,Napa Valley,California,US,125.0,88,38.3992276,-122.3235399,30.30948448181152
Watervale Dry,Fire Block,Riesling,Clare Valley,South Australia,Australia,18.0,86,-33.8335699,138.61,392.5395812988281
La Cruz Vineyard,Lachini,Pinot Noir,Sonoma Coast,California,US,55.0,90,38.325016,-123.0394451,12.52426433563232
Tradition,Domaine Cordaillat,Sauvignon Blanc,Reuilly,Loire Valley,France,17.0,86,47.12876,2.058484,121.2054138183594
Estate Bottled,Dante Robino,Malbec,Mendoza,Mendoza Province,Argentina,13.0,86,-33.0554435,-68.8782787,952
Private Reserve,Collier Falls,Zinfandel,Dry Creek Valley,California,US,21.0,91,38.6732395,-122.9338227,65.00477600097656
Peace Family Vineyard,Andrew Peace,Chardonnay,South Eastern Australia,Australia Other,Australia,8.0,81,-35.0653497,143.3329153,65.0409164428711
Casa Lola,Tre Monti,Albana,Albana di Romagna,Central Italy,Italy,21.0,92,44.5967607,11.2186396,24.28293228149414
Sleepy Hollow Vineyard,Logan,Chardonnay,Monterey County,California,US,22.0,91,36.9068972,-121.6316118,69.11741638183594
Pagnano Vineyard,Ancient Oak Cellars,Zinfandel,Russian River Valley,California,US,32.0,82,38.4890768,-122.7353724,58.50815200805664
Georganne,Merry Edwards,Pinot Noir,Russian River Valley,California,US,54.0,95,38.4349136,-122.8550734,65.75054931640625
Chavignol,Vincent Delaporte,Sauvignon Blanc,Sancerre,Loire Valley,France,26.0,89,47.337463,2.799603,219.7362365722656
Vache,Pietra Santa,Chardonnay,Cienega Valley,California,US,35.0,83,36.74757,-121.391234,368.2689208984375
X2 Estate,Paraduxx,Red Blend,Napa Valley,California,US,95.0,90,38.43551,-122.351433,53.71823883056641
Rohracker,Peter Zemmer,Riesling,Alto Adige,Northeastern Italy,Italy,17.0,87,46.2678292,11.2244039,212.5588531494141
Diana's Reserve,Testarossa,Chardonnay,California,California,US,50.0,94,37.21347799999999,-121.981544,204.8062286376953
Tori Vineyard,Wilson,Zinfandel,Dry Creek Valley,California,US,32.0,87,38.6392714,-122.9008924,45.8143310546875
Select,Trivento,Torrontés,Mendoza,Mendoza Province,Argentina,11.0,84,,,
HB Picpoul de Pinet,La Cave de Pomerols,Picpoul,Coteaux du Languedoc,Languedoc-Roussillon,France,10.0,86,43.390291,3.498706,32.40340805053711
Reserve,Covey Run,Merlot,Columbia Valley (WA),Washington,US,14.0,85,47.7510741,-120.7401385,614.4942016601562
Nicholas Estate,Anam Cara,Pinot Noir,Chehalem Mountains,Oregon,US,32.0,88,45.30227379999999,-122.9788103,58.21826171875
Friend,Brooklyn Oenology,Riesling,Finger Lakes,New York,US,19.0,86,42.7238165,-76.9297247,133
Warm Springs Ranch Reserve,Mazzocco,Zinfandel,Dry Creek Valley,California,US,50.0,86,38.6564777,-122.897563,85.11983489990234
Lakeview Vineyards,Ronan,Zinfandel,Monterey County,California,US,15.0,80,36.3136201,-121.3541631,579.2442016601562
Limited Collection,Creencia,Monastrell,Yecla,Levante,Spain,25.0,88,38.6122134,-1.110112,602.02734375
Block 21,Kelleher,Sauvignon Blanc,Napa Valley,California,US,28.0,86,38.4157311,-122.3856006,53.96890258789062
Matthew's Block,Melanson,Cabernet Sauvignon,Napa Valley,California,US,67.0,93,38.5027778,-122.4697222,76.01602172851562
Borgonero,Borgo Scopeto,Sangiovese,Toscana,Tuscany,Italy,35.0,89,43.4262111,11.9061046,310.872802734375
Barón d'Anglade,Bodegas Franco-Españolas,Tempranillo Blend,Rioja,Northern Spain,Spain,50.0,87,42.4720873,-2.4471426,374.7056884765625
Huntington,Pali,Pinot Noir,Santa Barbara County,California,US,19.0,87,34.4153823,-119.6900582,3.798516273498535
Cuvée Marie-Jeanne,Château le Payral,Bordeaux-style White Blend,Saussignac,Southwest France,France,28.0,90,44.805806,0.283662,95.32173156738281
Le Focaie,Rocca di Montemassi,Sangiovese,Maremma,Tuscany,Italy,15.0,87,42.9507571,11.0568591,53.54436874389648
Estate,Balletto,Zinfandel,Russian River Valley,California,US,21.0,88,38.42292399999999,-122.814177,28.74740982055664
Cuvée 1522 Grand Cru Brut,Philipponnat,Champagne Blend,Champagne,Champagne,France,100.0,93,,,
Old Vines,Rosenblum,Mourvèdre,San Francisco Bay,California,US,25.0,88,37.79534719999999,-122.2793556,3.529644727706909
Löwengang,Alois Lageder,Chardonnay,Alto Adige,Northeastern Italy,Italy,45.0,91,46.2881958,11.2099521,237.9326019287109
Buckeye Vineyard,Piña,Cabernet Sauvignon,Howell Mountain,California,US,85.0,95,38.58139,-122.45,514.92822265625
Skylite Vineyard,Skylite,Merlot,Walla Walla Valley (WA),Washington,US,24.0,84,46.067147,-118.4028192,237.1098785400391
Celilo Vineyard,Ken Wright,Chardonnay,Washington,Washington,US,25.0,90,45.2944564,-123.1768455,62.17294692993164
Scrio,Le Macchiole,Syrah,Toscana,Tuscany,Italy,225.0,98,43.2078087,10.6117048,51.21343994140625
Dollarhide Limited Edition Estate,St. Supéry,Cabernet Sauvignon,Napa Valley,California,US,80.0,95,38.4552623,-122.4143177,46.93144989013672
Mitsuko's Vineyard,Clos Pegase,Sauvignon Blanc,Carneros,California,US,20.0,87,38.572341,-122.555126,100.855354309082
Devotion Red Wine,Dowsett Family,Red Blend,Columbia Valley (WA),Washington,US,28.0,89,46.08899539999999,-118.2746958,367.6284484863281
Dark Chocolate,Chocolate Box,Shiraz,Barossa Valley,South Australia,Australia,17.0,90,-34.5333333,138.95,244.4529113769531
Château de Bagnols,Signé Vigneron,Gamay,Brouilly,Beaujolais,France,14.0,87,45.8666647,4.598749499999999,361.3651428222656
Dosage Zéro,Vincent Couche,Champagne Blend,Champagne,Champagne,France,48.0,90,,,
Grande Cuvée,Soléna,Pinot Noir,Willamette Valley,Oregon,US,28.0,89,45.33953409999999,-123.1275546,92.16605377197266
Reserve,Leonetti Cellar,Bordeaux-style Red Blend,Walla Walla Valley (WA),Washington,US,140.0,93,46.056399,-118.296123,321.1512451171875
Mes Trois Amours Red Wine,Ledson,Rhône-style Red Blend,California,California,US,30.0,90,38.441556,-122.586264,153.9889984130859
Altosur Rosé,Finca Sophenia,Malbec,Tupungato,Mendoza Province,Argentina,11.0,83,-33.463442,-69.21812,1151.193603515625
The Bully,Gorman,Cabernet Sauvignon,Red Mountain,Washington,US,45.0,91,46.2979123,-119.4408562,376.1915588378906
Sonoma Reserve,Blackstone,Cabernet Sauvignon,Sonoma County,California,US,20.0,85,38.4231385,-122.5556813,135.9698028564453
Jubilee Vineyard,Artisanal Wine Cellars,Pinot Noir,Willamette Valley,Oregon,US,28.0,83,45.30008979999999,-122.9731878,54.70220184326172
Hillside Reserve,Ehret,Cabernet Sauvignon,Knights Valley,California,US,32.0,93,38.4337858,-122.6901736,61.65816879272461
Campo Quadro,Punset,Nebbiolo,Barbaresco,Piedmont,Italy,54.0,91,44.71708049999999,8.1101454,288.2061157226562
Grandpere Special Reserve,Renwood,Zinfandel,Amador County,California,US,50.0,92,38.5417521,-120.7950854,477.9585266113281
La Froscà,Gini,Garganega,Soave Classico,Veneto,Italy,29.0,94,45.4207313,11.2818017,35.54977416992188
Les Combettes Premier Cru,Domaine Leflaive,Chardonnay,Puligny-Montrachet,Burgundy,France,225.0,94,46.946394,4.753922999999999,231.4272918701172
Next of Kin,Xanadu,Shiraz,Margaret River,Western Australia,Australia,13.0,85,-33.9708981,115.0457741,91.73772430419922
Black Dot,Domaine Pouillon,Red Blend,Horse Heaven Hills,Washington,US,19.0,84,45.732605,-121.30566,318.6398315429688
Centenario,Giuseppe Campagnola,"Corvina, Rondinella, Molinara",Amarone della Valpolicella Classico,Veneto,Italy,45.0,90,45.538379,10.9106445,202.7562103271484
Ahler Vineyard,Three Rivers,Syrah,Walla Walla Valley (WA),Washington,US,39.0,88,46.0504766,-118.457516,201.0518341064453
Nivole,Michele Chiarlo,Moscato,Moscato d'Asti,Piedmont,Italy,15.0,87,45.0522366,7.5153885,328.4933776855469
Amalie's Cuvée,Amalie Robert,Pinot Noir,Willamette Valley,Oregon,US,50.0,88,44.875404,-123.3014274,164.7144775390625
'A Naca Rosso,Calatrasi,Red Blend,Sicilia,Sicily & Sardinia,Italy,35.0,88,37.5999938,14.0153557,622.5406494140625
Estate,Pisoni,Pinot Noir,Santa Lucia Highlands,California,US,60.0,94,36.4307709,-121.4203754,108.8557815551758
Westside,Peachy Canyon,Zinfandel,Paso Robles,California,US,19.0,83,35.6183037,-120.6910043,228.3970184326172
Leyendas de Vega Esteban Crianza,Bodegas Ventura De Vega,Tempranillo,Ribera del Guadiana,Central Spain,Spain,20.0,82,38.679412,-6.396338,353.537841796875
Clos de Thorey Premier Cru,Antonin Rodet,Pinot Noir,Nuits-St.-Georges,Burgundy,France,75.0,90,47.137985,4.9503199,244.1482849121094
FA 206 Vinyes de Coster,Mas Igneus,Red Blend,Priorat,Catalonia,Spain,38.0,88,41.204978,0.77942,347.0203552246094
Porto Elena,Bellangelo,Bordeaux-style Red Blend,Finger Lakes,New York,US,22.0,84,42.5665363,-76.9176791,182.3489379882812
Dry,Billsboro,Riesling,Finger Lakes,New York,US,16.0,87,42.80173449999999,-76.9782986,157.2033081054688
Flood Family Vineyards,Rancho Sisquoc,Malbec,Santa Barbara County,California,US,30.0,91,34.8396569,-120.2116067,173.7198486328125
Selecto,Bodegas Carchelo,Red Blend,Jumilla,Levante,Spain,25.0,90,38.453454,-1.219224,537.2738647460938
Les Champs Canet Premier Cru,Domaine Louis Carillon,Chardonnay,Puligny-Montrachet,Burgundy,France,95.0,93,46.9465315,4.7529765,234.4068298339844
Anarchy,Four Vines,Red Blend,Paso Robles,California,US,38.0,82,35.706631,-120.6799925,207.7155914306641
Sassicaia,Tenuta San Guido,Cabernet Sauvignon,Bolgheri,Tuscany,Italy,180.0,90,43.2322887,10.6000566,57.61260986328125
Morelli Lane,Lost Canyon,Pinot Noir,Russian River Valley,California,US,45.0,91,38.4836416,-122.8175328,33.26132202148438
Dollarhide,St. Supéry,Cabernet Sauvignon,Napa Valley,California,US,85.0,89,38.4552623,-122.4143177,46.93144989013672
Devils Elbow Single Vineyard,Longview,Cabernet Sauvignon,Adelaide Hills,South Australia,Australia,20.0,91,-35.190416,138.832297,283.6950988769531
Reserve,Vin de Manies,Cabernet Sauvignon,Napa Valley,California,US,75.0,90,38.5024689,-122.2653887,277.7527770996094
La Fermade,Domaine Maby,Rosé,Lirac,Rhône Valley,France,17.0,86,44.0137243,4.697701299999999,110.5236587524414
Domino,Delicato,Moscato,California,California,US,7.0,85,37.854396,-121.2190972,11.63520336151123
Castel Ringberg,Elena Walch,Pinot Grigio,Alto Adige,Northeastern Italy,Italy,22.0,90,46.3385258,11.2385953,278.8592834472656
Old Vine,Girard,Zinfandel,Napa Valley,California,US,25.0,85,38.4064011,-122.3672288,38.59377288818359
Le Passule Passito,Librandi,Mantonico,Val di Neto,Southern Italy,Italy,30.0,91,39.1386344,17.0913205,8.629369735717773
Vertus Wine Made with Organically Grown Grapes,Bodegas Iranzo,Cabernet Sauvignon-Tempranillo,Utiel-Requena,Levante,Spain,9.0,86,39.55845060000001,-1.2774246,772.8845825195312
Hyland,Erath,Pinot Noir,McMinnville,Oregon,US,50.0,86,,,
Arborina La Foia,Curto Marco,Nebbiolo,Barolo,Piedmont,Italy,90.0,88,44.639652,7.952852,245.4417724609375
Les Pierres,Sonoma-Cutrer,Chardonnay,Sonoma Coast,California,US,36.0,87,38.4961832,-122.8270798,25.62404251098633
Les Collines Vineyard,Kerloo,Syrah,Walla Walla Valley (WA),Washington,US,32.0,90,46.00071,-118.3654517,258.4325561523438
Da Vinci,Cantine Leonardo,Sangiovese Grosso,Brunello di Montalcino,Tuscany,Italy,46.0,90,43.7710513,11.2486208,45.39505386352539
KARIA,Stag's Leap Wine Cellars,Chardonnay,Napa Valley,California,US,35.0,91,38.3992276,-122.3235399,30.30948448181152
Nina Lee,Spring Valley Vineyard,Syrah,Walla Walla Valley (WA),Washington,US,50.0,90,46.067392,-118.339795,289.982177734375
Ximenis,Genium Celler,Pedro Ximénez,Priorat,Catalonia,Spain,40.0,88,41.2328383,0.8452236999999999,335.3585510253906
Heritage Reserve,Schug,Cabernet Sauvignon,Sonoma Valley,California,US,50.0,89,38.2925784,-122.4562586,27.47096633911133
Broquel,Trapiche,Bonarda,Mendoza,Mendoza Province,Argentina,15.0,87,-32.9743318,-68.745569,764.6878662109375
Tenuta Lena di Mezzo,Monte del Frá,"Corvina, Rondinella, Molinara",Valpolicella Classico Superiore,Veneto,Italy,18.0,87,45.388789,10.825568,95.11100006103516
Kirchberg de Ribeauville Grand Cru Grande Reserve,Cave de Ribeauvillé,Riesling,Alsace,Alsace,France,33.0,87,48.191907,7.327089000000001,237.0570373535156
Home Ranch Vineyard,Steven Kent,Cabernet Sauvignon,Livermore Valley,California,US,60.0,92,37.664233,-121.728133,187.3254852294922
Alcineo,Palazzo,Red Blend,Toscana,Tuscany,Italy,50.0,86,43.1025617,11.2589329,457.5963439941406
Magót,Castello di Luzzano,Pinot Nero,Oltrepò Pavese,Lombardy,Italy,28.0,84,45.0147995,9.3696063,210.625732421875
Bella Marsilia,Poggio Argentiera,Red Blend,Morellino di Scansano,Tuscany,Italy,19.0,87,42.6877372,11.3327819,505.3506469726562
Chertsey,Penley Estate,Bordeaux-style Red Blend,Coonawarra,South Australia,Australia,65.0,91,-37.277994,140.854686,61.03421401977539
Barile,Robert Renzoni,Chardonnay,Temecula Valley,California,US,26.0,82,33.5109,-117.0185419,396.8720397949219
Demi-Sec,Jacquart,Champagne Blend,Champagne,Champagne,France,30.0,91,,,
La Tradition,Château Cabezac,Rosé,Minervois,Languedoc-Roussillon,France,8.0,86,43.2967553,2.869953,49.54866409301758
St. Henri,Penfolds,Shiraz,South Australia,South Australia,Australia,65.0,94,-34.920878,138.679919,171.4931182861328
Vigna Tecc,Poderi Luigi Einaudi,Dolcetto,Dolcetto di Dogliani,Piedmont,Italy,29.0,89,44.5217189,7.946848,422.6683349609375
Allen Vineyard,Williams Selyem,Pinot Noir,Russian River Valley,California,US,82.0,96,38.5204049,-122.8667194,32.37774276733398
Pinyolet Selección,Compañia de Vinos del Atlántico,Red Blend,Montsant,Catalonia,Spain,19.0,88,10.6966159,-74.8741045,87.41822052001953
Autumn's Blush,Peirano,Cabernet Sauvignon,Lodi,California,US,5.0,84,38.1817856,-121.2632065,20.92630577087402
S'arai,Pala,Red Blend,Isola dei Nuraghi,Sicily & Sardinia,Italy,40.0,90,37.5999938,14.0153557,622.5406494140625
Maroccoli,Planeta,Syrah,Sicilia,Sicily & Sardinia,Italy,42.0,90,37.5999938,14.0153557,622.5406494140625
Vintner's Reserve,Kendall-Jackson,Chardonnay,California,California,US,15.0,86,38.50697479999999,-122.7729337,42.87779235839844
Calebianche,Fazio,Catarratto,Erice,Sicily & Sardinia,Italy,20.0,86,37.9607231,12.6758357,185.2989196777344
Estate Grown,LangeTwins,Chardonnay,Clarksburg,California,US,15.0,86,38.2041607,-121.2968284,14.61278438568115
Intrigue,Northwest Cellars,Red Blend,Columbia Valley (WA),Washington,US,28.0,83,47.706254,-122.1782373,50.91564559936523
Crianza,Finca Torremilanos,Tempranillo,Ribera del Duero,Northern Spain,Spain,30.0,90,41.6560383,-3.729668,813.0913696289062
Jenkins Vineyard,Lynmar,Pinot Noir,Russian River Valley,California,US,70.0,93,38.4421027,-122.8445728,24.71083068847656
Bryan Creek Vineyard,Adelsheim,Pinot Blanc,Chehalem Mountains,Oregon,US,22.0,90,45.3385536,-123.0496957,76.81741333007812
R&S Franscioni Vineyard,Morgan,Pinot Gris,Santa Lucia Highlands,California,US,18.0,88,36.4307709,-121.4203754,108.8557815551758
Estate Grown,Fritz,Sauvignon Blanc,Dry Creek Valley,California,US,22.0,88,38.61054,-122.873166,32.43406295776367
Paso Bordo,Cerro Prieto,Cabernet Sauvignon-Syrah,Paso Robles,California,US,49.0,92,35.5685279,-120.7605832,352.1505737304688
Ramal Vineyard Swan Selection,Buena Vista,Pinot Noir,Carneros,California,US,42.0,92,38.2995043,-122.4219437,85.15504455566406
La Matinière,Ferraton Pere et Fils,Syrah,Crozes-Hermitage,Rhône Valley,France,22.0,88,45.068448,4.840136,120.5590286254883
Pink Fiddle Rosé,Fiddlehead,Pinot Noir,Sta. Rita Hills,California,US,15.0,91,34.66595650000001,-120.1152408,249.7242889404297
Azul,Guelbenzu,Red Blend,Ribera del Queiles,Northern Spain,Spain,20.0,88,42.9498414,-1.6655933,579.935302734375
Quail Hill Vineyard,Lynmar,Pinot Noir,Russian River Valley,California,US,60.0,91,38.4421027,-122.8445728,24.71083068847656
Klipsun Vineyard,Seven Hills,Cabernet Sauvignon,Red Mountain,Washington,US,32.0,89,46.2979123,-119.4408562,376.1915588378906
Triere Estate Vineyard,Burgess,Merlot,Napa Valley,California,US,30.0,90,38.557249,-122.474619,279.1511535644531
Vigna Merenda,Scarzello,Nebbiolo,Barolo,Piedmont,Italy,70.0,92,44.6109884,7.9412439,302.20654296875
Bianca,Nervi,Erbaluce,Erbaluce di Caluso,Piedmont,Italy,16.0,90,45.3022362,7.8896742,277.419677734375
